StnID,Lat,Lon,Elev,State/Province,Name,WMO_ID,Sample_Interval (min),UTC_Offset,POR_Date_Range,PCT_POR_Good,Last_Half_POR,PCT_Last_Half_Good,Last_Qtr_POR,PCT_Last_Qtr_Good
USC00316256,36.1638,-81.1536,341.4,NC,NORTH WILKESBORO,,15,-5,20070523-20190910, 92.5%,20130716-20190910, 90.8%,20160812-20190910, 81.7%
USC00316349,35.1075,-75.9872,1.2,NC,OCRACOKE,,15,-5,20040201-20250601, 45.8%,20141001-20250601, 40.2%,20200131-20250601, 57.7%
USC00317079,35.7908,-78.6988,121.9,NC,RALEIGH STATE UNIV,,15,-5,19480601-20250604, 76.3%,19861202-20250604, 62.4%,20060304-20250604, 89.3%
USC00317319,36.4789,-77.6714,64.0,NC,ROANOKE RAPIDS,,15,-5,19710901-20250603, 75.4%,19980718-20250603, 70.1%,20111225-20250603, 74.1%
USC00317324,36.4087,-80.9954,859.5,NC,ROARING GAP 1 NW,,15,-5,19421001-20180116, 89.9%,19800524-20180116, 84.1%,19990321-20180116, 85.0%
USC00317845,35.3110,-81.5710,249.9,NC,SHELBY 2 NW,,15,-5,19940901-20250531, 93.5%,20100115-20250531, 99.1%,20170922-20250531, 99.9%
USC00319354,34.2572,-78.6872,15.2,NC,WHITEVILLE 5 S,,15,-5,19930701-20110712, 70.8%,20020706-20110712, 78.4%,20070107-20110712, 89.4%
USC00319357,34.4094,-78.7913,27.4,NC,WHITEVILLE 7 NW,,15,-5,20110715-20250208, 68.9%,20180427-20250208, 50.0%,20210917-20250208, 32.8%
USC00319476,35.6939,-77.9461,33.5,NC,WILSON 3 SW,,15,-5,19400801-20250603, 82.9%,19830101-20250603, 86.8%,20040318-20250603, 97.6%
USC00319555,36.1308,-81.2275,326.1,NC,W. KERR SCOTT RESV.,,15,-5,20060901-20250509, 91.7%,20160104-20250509, 96.7%,20200905-20250509, 98.8%
USC00319675,36.1306,-80.5481,266.7,NC,YADKINVILLE 6 E,,15,-5,19480601-20210503, 94.3%,19841116-20210503, 91.0%,20030208-20210503, 89.3%
USC00320022,48.3300,-98.1184,476.4,ND,ADAMS 7 SSW,,15,-6,19770621-20240429, 64.2%,20001124-20240429, 53.0%,20120811-20240429, 71.5%
USC00320189,48.9975,-103.4877,617.8,ND,AMBROSE 3 N,,15,-6,19771116-20250603, 88.0%,20010825-20250603, 83.0%,20130714-20250603, 90.8%
USC00320382,46.0405,-99.3741,613.9,ND,ASHLEY,,15,-6,19480801-20250603, 87.9%,19870101-20250603, 87.1%,20060318-20250603, 85.2%
USC00320450,47.0360,-98.0831,397.2,ND,BALDHILL DAM,,15,-6,19540101-20250407, 92.8%,19890819-20250407, 89.3%,20070613-20250407, 91.8%
USC00320492,47.9180,-100.5400,498.3,ND,BALFOUR 2 SW,,15,-6,19480801-20221125, 85.4%,19850928-20221125, 88.4%,20040427-20221125, 83.3%
USC00320995,46.1936,-103.3714,909.2,ND,BOWMAN,,15,-7,19480801-20250616, 92.4%,19870108-20250616, 93.6%,20060328-20250616, 91.9%
USC00321288,48.4869,-99.1976,451.4,ND,CANDO 1E,,15,-6,19500901-20240912, 78.5%,19870907-20240912, 67.1%,20060311-20240912, 66.4%
USC00321362,47.5088,-99.1211,475.5,ND,CARRINGTON 4 N,,15,-6,19760308-20250609, 87.2%,20001023-20250609, 93.1%,20130214-20250609, 91.4%
USC00321435,48.8624,-97.7015,274.0,ND,CAVALIER 7NW,,15,-6,19770623-20250501, 84.2%,20010527-20250501, 75.0%,20130514-20250501, 72.6%
USC00322188,46.8919,-102.8117,755.9,ND,DICKINSON EXPERIMENTAL STATION,,15,-7,19711101-20250604, 86.0%,19980818-20250604, 89.3%,20120110-20250604, 93.0%
USC00322365,47.3466,-102.5869,666.6,ND,DUNN CENTER 1E,,15,-7,19820401-20250602, 76.3%,20031101-20250602, 60.8%,20140817-20250602, 98.8%
USC00323496,46.8116,-101.8302,636.4,ND,GLEN ULLIN,,15,-6,19480801-20161004, 94.2%,19820902-20161004, 93.4%,19990918-20161004, 90.0%
USC00323621,47.9217,-97.0975,253.0,ND,GRAND FORKS UNIV (NWS),,15,-6,19601116-20250402, 78.4%,19930123-20250402, 77.7%,20090226-20250402, 74.8%
USC00323926,47.3111,-98.1856,438.9,ND,HANNAFORD,,15,-6,19480801-20230516, 83.0%,19851223-20230516, 75.6%,20040903-20230516, 67.5%
USC00324083,46.5203,-100.3478,604.1,ND,HAZELTON 4NW,,15,-6,19480801-20250602, 87.4%,19870101-20250602, 90.4%,20060318-20250602, 91.6%
USC00324180,46.0044,-102.6472,823.9,ND,HETTINGER EXP STA,,15,-7,19800811-20250602, 85.0%,20030106-20250602, 86.1%,20140320-20250602, 87.5%
USC00324958,48.7622,-98.3447,492.3,ND,LANGDON EXP FARM,,15,-6,19780919-20250430, 82.5%,20020108-20250430, 79.8%,20130903-20250430, 80.8%
USC00325078,48.2881,-99.4317,466.3,ND,LEEDS,,15,-6,19770620-20070604, 65.1%,19920611-20070604, 48.5%,19991207-20070604, 47.1%
USC00325479,46.8127,-100.9097,533.4,ND,MANDAN EXP STATION,,15,-6,19481001-20250602, 94.2%,19870131-20250602, 92.9%,20060402-20250602, 93.4%
USC00325720,48.5969,-102.9283,677.0,ND,MC GREGOR,,15,-6,19480801-20170601, 90.2%,19821231-20170601, 91.4%,20000316-20170601, 88.9%
USC00325993,48.1802,-101.2963,539.2,ND,MINOT EXP STATION,,15,-6,19520901-20250601, 92.2%,19890115-20250601, 90.9%,20070325-20250601, 93.8%
USC00326015,46.6833,-100.3000,537.1,ND,MOFFIT RAILROAD STN,,15,-6,20201006-20250601, 92.1%,20230202-20250601, 94.9%,20240402-20250601, 97.7%
USC00326105,46.7005,-98.5839,428.2,ND,MONTPELIER,,15,-6,19780417-20250603, 93.4%,20011109-20250603, 95.1%,20130821-20250603, 95.5%
USC00326620,46.1458,-98.0919,403.6,ND,OAKES,,15,-6,19480801-20190619, 86.5%,19840109-20190619, 84.0%,20010928-20190619, 74.0%
USW00014924,48.9713,-97.2414,240.8,ND,PEMBINA,,15,-6,19480801-20250401, 87.0%,19861201-20250401, 89.5%,20060130-20250401, 84.8%
USC00327120,48.0267,-101.9625,638.3,ND,PLAZA,,15,-6,20151004-20190602, 97.5%,20170802-20190602, 94.8%,20180702-20190602, 89.6%
USC00327405,47.8133,-102.0233,602.0,ND,RAUB 5 NNE,,15,-6,19480801-20140902, 86.8%,19810817-20140902, 83.2%,19980223-20140902, 89.6%
USC00327530,46.8886,-102.3191,752.9,ND,RICHARDTON ABBEY,,15,-7,19491201-20250528, 95.9%,19870830-20250528, 95.1%,20060714-20250528, 93.5%
USC00327585,47.4981,-101.3750,602.6,ND,RIVERDALE,,15,-6,19481001-20250609, 93.4%,19870204-20250609, 95.6%,20060407-20250609, 97.2%
USC00327655,48.6297,-99.8069,493.8,ND,ROLETTE 3SE,,15,-6,19491102-20250513, 88.2%,19870808-20250513, 86.5%,20060625-20250513, 91.6%
USC00328792,48.3706,-100.3907,451.1,ND,TOWNER 2 NE,,15,-6,19771005-20250607, 93.8%,20010806-20250607, 95.5%,20130707-20250607, 96.8%
USC00328853,47.3013,-99.9188,640.1,ND,TUTTLE 12NNE,,15,-6,19990201-20121102, 87.1%,20051217-20121102, 91.8%,20090526-20121102, 84.6%
USC00329219,46.0233,-101.5663,630.9,ND,WATAUGA S DAK 8 N,,15,-7,19771019-20211010, 83.2%,19991015-20211010, 74.3%,20101012-20211010, 61.9%
USC00330059,41.1573,-81.5664,228.6,OH,AKRON WPCS,,15,-5,19570301-20250602, 91.0%,19910417-20250602, 91.1%,20080509-20250602, 90.8%
USC00330107,40.9551,-81.1167,321.6,OH,ALLIANCE 3 NNW,,15,-5,19480801-20250602, 83.6%,19870101-20250602, 80.6%,20060318-20250602, 77.0%
USC00330493,40.6335,-81.5577,300.2,OH,BEACH CITY LAKE,,15,-5,19480801-20250602, 80.2%,19870101-20250602, 66.3%,20060318-20250602, 73.2%
USC00330639,41.0431,-81.0091,317.0,OH,BERLIN LAKE,,15,-5,19480801-20250607, 88.7%,19870103-20250607, 85.7%,20060321-20250607, 81.7%
USC00330862,41.3831,-83.6111,205.7,OH,BOWLING GREEN WWTP,,15,-5,19830601-20250601, 82.5%,20040531-20250601, 84.0%,20141130-20250601, 98.6%
USC00331042,41.4619,-84.5272,222.5,OH,BRYAN 2 SE,,15,-5,19700401-20250602, 89.6%,19971031-20250602, 89.9%,20110817-20250602, 92.2%
USC00331197,40.0111,-81.5794,243.8,OH,CAMBRIDGE,,15,-5,19480801-20210409, 69.0%,19841204-20210409, 45.4%,20030205-20210409, 32.0%
USC00331404,40.3000,-82.7000,368.8,OH,CENTERBURG 2,,15,-5,19501101-20250602, 86.0%,19880216-20250602, 86.2%,20061009-20250602, 83.6%
USC00331466,40.7403,-82.3574,312.4,OH,CHARLES MILL LAKE,,15,-5,19480801-20250602, 88.5%,19870101-20250602, 80.4%,20060318-20250602, 70.5%
USC00331536,38.7974,-84.1731,146.3,OH,CHILO MELDAHL LOCKS & DAM,,15,-5,19480801-20250602, 67.3%,19870101-20250602, 51.5%,20060318-20250602, 61.4%
USC00331541,41.0517,-81.9361,359.7,OH,CHIPPEWA LAKE,,15,-5,19510601-20150501, 89.9%,19830516-20150501, 81.4%,19990508-20150501, 74.1%
USC00331592,39.6104,-82.9555,205.7,OH,CIRCLEVILLE,,15,-5,19480801-20250602, 83.7%,19870101-20250602, 72.7%,20060318-20250602, 60.8%
USC00331818,41.9602,-80.5728,195.1,OH,CONNEAUT,,15,-5,19480801-20250605, 75.3%,19870102-20250605, 67.9%,20060320-20250605, 63.8%
USC00332090,39.6254,-83.2132,262.1,OH,DEER CREEK LAKE,,15,-5,20120910-20121013, 32.4%,20120926-20121013, 22.2%,20121004-20121013, 40.0%
USC00332098,41.2783,-84.3847,213.4,OH,DEFIANCE,,15,-5,19671205-20250610, 89.6%,19960906-20250610, 86.3%,20110123-20250610, 88.1%
USC00332124,40.3583,-83.0703,281.6,OH,DELAWARE LAKE,,15,-5,19500401-20250602, 43.5%,19871101-20250602, 85.2%,20060817-20250602, 82.5%
USC00332272,40.5622,-81.4092,283.5,OH,DOVER DAM,,15,-5,19660401-20250602, 69.2%,19951101-20250602, 58.9%,20100817-20250602, 79.8%
USC00332651,39.3477,-84.5897,175.3,OH,FAIRFIELD,,15,-5,19851001-20250602, 87.1%,20050801-20250602, 81.1%,20150702-20250602, 98.7%
USC00332791,41.0461,-83.6622,234.1,OH,FINDLAY WPCC,,15,-5,19480801-20250601, 91.9%,19861231-20250601, 92.8%,20060317-20250601, 88.1%
USC00332974,41.3335,-83.1196,182.9,OH,FREMONT,,15,-5,19480801-20250603, 83.5%,19870101-20250603, 72.1%,20060318-20250603, 80.4%
USC00333021,40.7231,-82.7999,356.6,OH,GALION WATER WORKS,,15,-5,19480801-20250618, 86.1%,19870109-20250618, 76.6%,20060330-20250618, 88.5%
USC00333356,39.3418,-83.3766,261.5,OH,GREENFIELD WWTP,,15,-5,19480901-20250606, 82.3%,19870118-20250606, 74.3%,20060328-20250606, 61.8%
USC00333758,39.2334,-83.6091,290.5,OH,HILLSBORO,,15,-5,19640521-20250602, 86.0%,19941126-20250602, 76.9%,20100228-20250602, 76.6%
USC00334004,39.0791,-82.7065,257.6,OH,JACKSON 3 NW,,15,-5,19600601-20250601, 80.7%,19921130-20250601, 77.3%,20090301-20250601, 79.2%
USC00334403,39.7156,-82.6073,252.1,OH,LANCASTER,,15,-5,19651210-20250602, 85.4%,19950906-20250602, 84.3%,20100720-20250602, 93.7%
USC00334459,39.3691,-84.2398,208.8,OH,LEBANON 4 SE,,15,-5,19661107-20250609, 74.5%,19960222-20250609, 77.3%,20101016-20250609, 89.8%
USC00334473,40.4709,-81.1955,298.7,OH,LEESVILLE LAKE,,15,-5,19670511-20250602, 63.3%,19960521-20250602, 65.8%,20101126-20250602, 72.8%
USC00334551,40.7247,-84.1294,259.1,OH,LIMA WWTP,,15,-5,19900101-20250602, 87.8%,20070917-20250602, 93.8%,20160725-20250602, 95.1%
USC00334672,39.5326,-82.3939,220.1,OH,LOGAN,,15,-5,19480801-20250602, 72.1%,19870101-20250602, 63.2%,20060318-20250602, 70.1%
USC00334681,39.9000,-83.5167,342.0,OH,LONDON 4 W,,15,-5,19890508-20250602, 61.5%,20070521-20250602, 65.2%,20160526-20250602, 99.9%
USC00334942,40.6142,-83.1300,294.1,OH,MARION 2 N,,15,-5,19480801-20200514, 83.5%,19840622-20200514, 76.9%,20020603-20200514, 62.6%
USC00334979,40.1938,-83.2675,295.7,OH,MARYSVILLE,,15,-5,19600526-20250624, 86.2%,19921209-20250624, 79.1%,20090317-20250624, 80.7%
USC00334992,40.7667,-81.5333,283.5,OH,MASSILLON,,15,-5,19480801-20250609, 35.7%,19870104-20250609, 71.0%,20060323-20250609, 62.8%
USC00335041,39.6521,-81.8561,231.6,OH,MC CONNELLSVILLE LK 7,,15,-5,19480801-20120403, 84.9%,19800602-20120403, 74.6%,19960503-20120403, 84.4%
USC00335297,40.5375,-81.9197,249.6,OH,MILLERSBURG,,15,-5,19530301-20250602, 69.7%,19890416-20250602, 90.1%,20070510-20250602, 87.4%
USC00335398,40.3486,-82.0908,263.7,OH,MOHAWK DAM,,15,-5,19660401-20250602, 60.5%,19951101-20250602, 37.9%,20100817-20250602, 64.2%
USC00335585,40.3792,-82.4685,298.7,OH,MT VERNON,,15,-5,19710901-20250602, 89.3%,19980717-20250602, 88.6%,20111224-20250602, 94.9%
USC00335747,40.0875,-82.4128,254.5,OH,NEWARK WATER WORKS,,15,-5,19561101-20250604, 83.5%,19910217-20250604, 75.5%,20080411-20250604, 67.2%
USC00336123,41.2500,-82.6167,220.1,OH,NORWALK HIWAY DEPT,,15,-5,19480801-20250606, 68.5%,19870103-20250606, 82.3%,20060321-20250606, 76.4%
USC00336196,41.2802,-82.2187,248.7,OH,OBERLIN,,15,-5,19480801-20250601, 91.3%,19861231-20250601, 87.9%,20060317-20250601, 82.0%
USC00336616,40.1920,-81.2147,286.5,OH,PIEDMONT LAKE,,15,-5,19670201-20250602, 57.8%,19960402-20250602, 72.4%,20101101-20250602, 82.8%
USC00336650,40.1311,-84.2344,260.0,OH,PIQUA WWTP,,15,-5,19480801-20250625, 83.4%,19870112-20250625, 79.3%,20060404-20250625, 87.8%
USC00336702,40.6245,-82.3271,342.9,OH,PLEASANT HILL LAKE,,15,-5,19660401-20250602, 83.0%,19951101-20250602, 75.9%,20100817-20250602, 82.5%
USC00336949,41.1366,-81.2844,337.4,OH,RAVENNA 2 S,,15,-5,19480801-20250604, 85.4%,19870102-20250604, 86.1%,20060319-20250604, 91.2%
USC00337383,40.5449,-84.4374,266.4,OH,ST. MARYS 3 W,,15,-5,19580416-20250602, 80.7%,19911108-20250602, 74.7%,20080820-20250602, 84.9%
USC00337559,39.9222,-81.4347,266.7,OH,SENECAVILLE LAKE,,15,-5,19660401-20250530, 71.7%,19951030-20250530, 66.7%,20100814-20250530, 77.2%
USC00337693,40.2705,-84.1507,286.5,OH,SIDNEY 1 S,,15,-5,20150210-20250603, 99.6%,20200407-20250603, 99.9%,20221104-20250603, 99.9%
USC00337698,40.2983,-84.1633,313.9,OH,SIDNEY HIWAY DEPT,,15,-5,19480801-20161101, 78.4%,19820916-20161101, 62.9%,19991009-20161101, 41.4%
USC00337935,39.9735,-83.8072,289.9,OH,SPRINGFIELD WATER TREATMENT PLANT,,15,-5,19480801-20250601, 85.9%,19861231-20250601, 76.6%,20060317-20250601, 79.8%
USC00338240,40.3562,-81.2279,289.6,OH,TAPPAN DAM,,15,-5,19670201-20250602, 48.1%,19960402-20250602, 56.2%,20101101-20250602, 77.3%
USC00338313,41.1045,-83.1879,225.6,OH,TIFFIN,,15,-5,19860101-20250601, 63.5%,20050916-20250601, 61.2%,20150725-20250601, 97.6%
USC00338378,39.5444,-82.0581,228.3,OH,TOM JENKINS DAM-BURR OAK,,15,-5,19530701-20250602, 88.4%,19890616-20250602, 80.9%,20070609-20250602, 71.0%
USC00338539,40.8428,-83.2767,256.0,OH,UPPER SANDUSKY WTR WK,,15,-5,19480801-20250604, 77.5%,19870102-20250604, 61.8%,20060319-20250604, 64.3%
USC00338552,40.0991,-83.7823,310.6,OH,URBANA WRF,,15,-5,19491101-20250609, 77.7%,19870821-20250609, 69.5%,20060715-20250609, 65.2%
USC00338794,39.5353,-83.4239,291.7,OH,WASHINGTON COURT HOUSE,,15,-5,19710101-20250624, 60.3%,19980329-20250624, 37.3%,20111110-20250624, 70.8%
USC00338810,38.7008,-82.4730,189.6,OH,WATERLOO,,15,-5,19560601-20230804, 56.4%,19900101-20230804, 63.8%,20061018-20230804, 74.4%
USC00339211,40.1563,-81.8437,237.7,OH,WILLS CREEK LAKE,,15,-5,19660401-20250602, 77.4%,19951101-20250602, 76.7%,20100817-20250602, 84.7%
USC00339224,39.4391,-83.8527,299.0,OH,WILMINGTON,,15,-5,19480801-20250602, 85.8%,19870101-20250602, 79.9%,20060318-20250602, 69.9%
USC00339312,40.7813,-81.9199,310.9,OH,WOOSTER EXP STATION,,15,-5,19480801-20250606, 93.7%,19870103-20250606, 93.0%,20060321-20250606, 88.8%
USC00339422,39.9125,-82.0042,213.4,OH,ZANESVILLE WWTP,,15,-5,19480801-20250602, 74.3%,19870101-20250602, 63.7%,20060318-20250602, 71.1%
USC00340028,36.4008,-95.3000,197.2,OK,ADAIR 3SW,,15,-6,20041201-20170525, 91.2%,20110227-20170525, 89.3%,20140411-20170525, 87.2%
USC00340292,34.1773,-97.1617,256.3,OK,ARDMORE,,15,-6,19570401-20250610, 47.5%,19910506-20250610, 72.0%,20080523-20250610, 83.4%
USC00340670,34.8740,-95.0871,203.3,OK,BENGAL 4 NNW,,15,-6,19471001-20250605, 88.8%,19860803-20250605, 85.2%,20060103-20250605, 74.7%
USC00340908,36.7236,-102.4805,1259.7,OK,BOISE CITY 2 E,,15,-6,19471001-20250609, 61.4%,19860805-20250609, 78.1%,20060106-20250609, 86.8%
USC00341162,34.0497,-94.7380,144.8,OK,BROKEN BOW 1 N,,15,-6,20110311-20220726, 82.3%,20161116-20220726, 91.2%,20190921-20220726, 87.7%
USC00341544,34.2661,-94.7753,396.2,OK,CARTER TOWER,,15,-6,19471101-20100813, 90.9%,19790323-20100813, 84.7%,19941202-20100813, 76.9%
USC00341684,35.7062,-96.8801,292.0,OK,CHANDLER,,15,-6,19530611-20200612, 92.0%,19861211-20200612, 89.0%,20030911-20200612, 95.2%
USC00341750,35.0488,-97.9158,330.7,OK,CHICKASHA EXP STATION,,15,-6,19580328-20250601, 91.8%,19911029-20250601, 90.8%,20080814-20250601, 91.3%
USC00343002,36.7975,-101.9075,1089.4,OK,EVA,,15,-6,19471001-20250611, 88.6%,19860806-20250611, 84.2%,20060107-20250611, 82.0%
USC00343628,36.5913,-101.6180,999.1,OK,GOODWELL RESEARCH STATION,,15,-6,19471001-20250611, 89.6%,19860806-20250611, 84.5%,20060107-20250611, 86.2%
USC00343740,36.7425,-98.1330,365.8,OK,GREAT SALT PLAINS DAM,,15,-6,19471001-20250604, 88.9%,19860802-20250604, 80.5%,20060102-20250604, 86.4%
USC00344052,34.5797,-97.3510,294.4,OK,HENNEPIN 5 N,,15,-6,19740506-20250407, 93.4%,19991021-20250407, 95.1%,20120714-20250407, 95.6%
USC00344672,36.2132,-94.7779,362.7,OK,KANSAS 2 NE,,15,-6,20041001-20250604, 73.1%,20150201-20250604, 88.1%,20200403-20250604, 95.3%
USC00344978,35.4879,-97.6645,387.1,OK,LAKE OVERHOLSER,,15,-6,19520301-20160628, 91.2%,19840429-20160628, 90.0%,20000529-20160628, 88.9%
USC00345108,34.4339,-96.2717,211.8,OK,LEHIGH 4 SW,,15,-6,19471001-20250301, 91.4%,19860616-20250301, 85.5%,20051023-20250301, 90.7%
USC00345589,36.1520,-97.6226,317.3,OK,MARSHALL,,15,-6,19751008-20250602, 91.5%,20000804-20250602, 91.5%,20130102-20250602, 88.4%
USC00345648,35.3391,-99.8769,611.1,OK,MAYFIELD,,15,-6,19471001-20250606, 92.3%,19860803-20250606, 90.0%,20060103-20250606, 88.9%
USC00345663,34.8863,-94.7861,237.7,OK,MCALESTER 2,,15,-6,20030306-20220323, 86.9%,20120912-20220323, 92.0%,20170617-20220323, 96.8%
USC00346130,35.7500,-95.4167,192.0,OK,MUSKOGEE,,15,-6,19471001-20250605, 83.8%,19860803-20250605, 75.1%,20060103-20250605, 79.6%
USC00346620,35.7319,-97.9714,371.9,OK,OKARCHE,,15,-6,19810701-20250605, 91.1%,20030618-20250605, 89.9%,20140611-20250605, 95.7%
USC00346638,35.4252,-96.3033,285.0,OK,OKEMAH,,15,-6,19471001-20120803, 87.2%,19800302-20120803, 94.1%,19960518-20120803, 93.0%
USC00346859,34.8230,-97.2850,283.8,OK,PAOLI 2 W,,15,-6,19471001-20250617, 94.2%,19860809-20250617, 92.0%,20060112-20250617, 91.7%
USC00346935,36.6691,-96.3472,254.5,OK,PAWHUSKA,,15,-6,19500201-20250609, 94.0%,19871006-20250609, 90.3%,20060807-20250609, 90.1%
USC00346944,36.4075,-96.8144,304.8,OK,PAWNEE 5 N,,15,-6,19471001-20250609, 94.2%,19860805-20250609, 93.0%,20060106-20250609, 94.7%
USC00347412,36.5447,-101.0842,826.6,OK,RANGE,,15,-6,19471001-20250611, 88.4%,19860806-20250611, 84.0%,20060107-20250611, 83.4%
USC00347660,36.8000,-100.3500,716.9,OK,RIVERSIDE,,15,-6,19471001-20250611, 85.1%,19860806-20250611, 76.5%,20060107-20250611, 71.7%
USC00347705,34.6373,-96.8821,382.5,OK,ROFF 2 WNW,,15,-6,19471001-20250601, 89.2%,19860801-20250601, 84.2%,20051231-20250601, 91.3%
USC00348101,36.2892,-99.8932,669.0,OK,SHATTUCK 1NW,,15,-6,19471001-20250603, 88.9%,19860802-20250603, 90.6%,20060101-20250603, 93.7%
USC00348708,36.0405,-98.9624,522.7,OK,TALOGA,,15,-6,19570401-20170518, 64.4%,19870425-20170518, 77.6%,20020506-20170518, 70.8%
USC00349023,34.6147,-95.2802,182.9,OK,TUSKAHOMA,,15,-6,19471001-20121130, 91.5%,19800501-20121130, 88.4%,19960815-20121130, 81.4%
USC00349404,36.5758,-98.8797,459.6,OK,WAYNOKA,,15,-6,19471001-20250602, 89.9%,19860801-20250602, 84.9%,20051231-20250602, 90.1%
USC00349629,34.7325,-98.7125,507.5,OK,WICHITA MOUNTAIN WLR,,15,-6,19471001-20250603, 90.4%,19860802-20250603, 86.9%,20060101-20250603, 88.4%
USC00349724,34.9416,-94.7038,160.0,OK,WISTER 3S,,15,-6,19890810-20250605, 85.0%,20070708-20250605, 87.3%,20160621-20250605, 89.8%
USC00350126,43.4291,-124.0305,15.2,OR,ALLEGANY,,15,-8,19480701-20121126, 91.5%,19800913-20121126, 84.9%,19961020-20121126, 75.8%
USC00350265,45.7212,-120.2064,84.4,OR,ARLINGTON,,15,-8,19480701-20250106, 91.4%,19861004-20250106, 87.0%,20051120-20250106, 90.1%
USC00350356,44.5747,-118.4913,1284.1,OR,AUSTIN 3 S,,15,-8,19780606-20250403, 78.8%,20011103-20250403, 60.6%,20130719-20250403, 63.1%
USC00350471,43.1502,-124.4003,8.2,OR,BANDON 2 NNE,,15,-8,19481001-20210527, 89.1%,19850128-20210527, 82.3%,20030329-20210527, 85.8%
USC00350571,45.1267,-121.5344,1024.1,OR,BEAR SPRINGS RS,,15,-8,19610803-20110701, 87.8%,19860717-20110701, 82.7%,19990107-20110701, 81.8%
USC00350694,44.0569,-121.2850,1115.6,OR,BEND,,15,-8,19481001-20250403, 88.7%,19870101-20250403, 78.7%,20060216-20250403, 66.9%
USC00350781,43.5947,-123.0705,295.7,OR,BLACKBUTTE 1 N,,15,-8,19480801-20250603, 94.3%,19870101-20250603, 91.6%,20060318-20250603, 98.1%
USC00350853,42.4005,-121.0454,1329.8,OR,BLY RANGER STATION,,15,-8,19481001-20250602, 83.7%,19870131-20250602, 74.9%,20060402-20250602, 73.4%
USC00350897,45.6354,-121.9523,18.9,OR,BONNEVILLE DAM,,15,-8,20211129-20250601, 69.2%,20230831-20250601, 77.8%,20240716-20250601, 91.0%
USC00351033,45.3853,-122.0458,298.1,OR,BRIGHTWOOD 1 WNW,,15,-8,19710501-20250603, 92.0%,19980517-20250603, 95.1%,20111124-20250603, 94.1%
USC00351055,42.0465,-124.2878,26.2,OR,BROOKINGS,,15,-8,20220128-20250611, 94.7%,20231005-20250611, 99.4%,20240807-20250611, 99.7%
USC00351058,42.0463,-124.2877,25.0,OR,BROOKINGS,,15,-8,20020601-20210329, 83.4%,20111030-20210329, 86.1%,20160714-20210329, 90.3%
USC00351149,42.1800,-122.9852,594.1,OR,BUNCOM 1 NNE,,15,-8,19480801-20191121, 89.1%,19840327-20191121, 80.7%,20020123-20191121, 68.7%
USC00351222,45.6898,-123.1906,106.7,OR,BUXTON,,15,-8,19480701-20221004, 95.4%,19850817-20221004, 92.7%,20040311-20221004, 89.9%
USC00351433,44.3913,-122.4811,292.6,OR,CASCADIA,,15,-8,19480801-20120731, 93.2%,19800731-20120731, 91.5%,19960731-20120731, 86.5%
USC00351643,46.1081,-123.2058,6.7,OR,CLATSKANIE,,15,-8,19540825-20250611, 89.5%,19900117-20250611, 89.5%,20070929-20250611, 90.6%
USC00351735,45.1728,-122.4342,204.2,OR,COLTON,,15,-8,19480701-20250604, 95.5%,19861217-20250604, 93.9%,20060311-20250604, 96.5%
USC00351765,45.2408,-120.1790,878.1,OR,CONDON,,15,-8,19490101-20170406, 91.4%,19830218-20170406, 89.0%,20000313-20170406, 84.8%
USC00351902,43.7178,-123.0578,253.3,OR,COTTAGE GROVE DAM,,15,-8,19480801-20250603, 94.2%,19870101-20250603, 92.4%,20060318-20250603, 94.8%
USC00351914,44.1308,-122.2419,384.0,OR,COUGAR DAM,,15,-8,19601118-20250603, 93.1%,19930224-20250603, 90.9%,20090414-20250603, 96.3%
USC00351946,42.8977,-122.1339,1976.6,OR,CRATER LAKE NPS HQ,,15,-8,20210114-20250613, 96.4%,20230330-20250613, 97.3%,20240506-20250613, 95.8%
USC00352292,44.7241,-122.2547,371.9,OR,DETROIT DAM,,15,-8,19541101-20250602, 87.6%,19900215-20250602, 82.8%,20071009-20250602, 95.3%
USC00352295,42.8121,-123.0454,624.5,OR,DEVILS FLAT,,15,-8,19701001-20250501, 80.8%,19980115-20250501, 88.8%,20110908-20250501, 90.1%
USC00352345,43.7077,-122.7394,371.2,OR,DISSTON 1 NE LAYING CREEK,,15,-8,19480801-20230911, 89.4%,19860220-20230911, 87.9%,20041130-20230911, 90.5%
USC00352348,45.6994,-122.9322,435.9,OR,DIXIE MOUNTAIN,,15,-8,20211210-20250602, 64.1%,20230906-20250602, 53.9%,20240719-20250602, 39.8%
USC00352374,43.7822,-122.9630,249.9,OR,DORENA,,15,-8,19500201-20250604, 90.8%,19871003-20250604, 88.7%,20060803-20250604, 91.0%
USC00352408,43.7845,-123.4247,225.9,OR,DRAIN 10 NNW,,15,-8,19570501-20250530, 89.4%,19910516-20250530, 88.6%,20080522-20250530, 95.1%
USC00352672,45.4256,-117.2972,1162.8,OR,ENTERPRISE RANGER STATION,,15,-8,20200211-20220626, 92.3%,20210419-20220626, 96.5%,20211121-20220626, 99.1%
USC00352697,45.0767,-121.9714,670.6,OR,ESTACADA 24 SE,,15,-8,19480901-20250603, 91.8%,19870117-20250603, 89.8%,20060326-20250603, 98.1%
USC00352800,44.8358,-123.4525,210.3,OR,FALLS CITY 2 SSW,,15,-8,20011101-20250401, 53.4%,20130717-20250401, 18.9%,20190525-20250401, 30.7%
